Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,0,2,1,3,3,3,3,2,1,4538,1,12,3,0,4,3,3,3,2,0,2
51,0,3,1,3,1,4,3,5,2,19847,1,24,4,1,31,5,2,29,10,11,10
59,0,2,2,4,2,4,3,3,4,10512,0,12,3,0,25,6,2,9,7,5,4
34,0,3,2,3,2,3,3,2,2,4444,0,13,3,2,15,2,4,11,8,5,10
28,0,3,2,4,2,4,3,1,3,2154,1,11,3,0,5,2,2,4,2,0,2
44,0,2,2,2,1,3,4,5,1,19190,0,14,3,2,26,4,2,25,9,14,13
34,0,3,3,3,1,3,2,2,2,4490,0,11,3,2,14,5,4,10,9,1,8
35,0,2,2,1,1,3,3,1,3,3506,1,14,3,0,4,3,3,3,2,2,2
42,0,2,2,4,2,2,4,2,2,2372,1,16,3,0,18,2,3,1,0,0,0
43,0,2,1,4,3,4,2,3,4,10231,0,14,3,0,23,3,4,21,7,15,17
36,0,2,2,4,1,3,3,2,2,5410,1,11,3,0,18,2,3,16,14,5,12
44,1,2,2,3,2,1,3,3,4,7978,0,11,3,1,10,2,3,10,7,0,5
28,0,3,2,3,1,4,2,1,4,3867,1,12,3,1,2,2,3,2,2,2,2
51,0,3,2,2,2,2,2,1,3,2838,0,14,3,0,8,6,2,7,0,7,7
30,0,1,2,2,2,3,3,2,3,4695,1,18,3,0,10,3,3,8,4,1,7
29,1,2,2,3,4,2,3,1,3,3339,1,13,3,2,10,2,3,7,7,7,7
28,0,2,2,3,4,4,3,1,1,2080,0,11,3,0,5,2,2,3,2,1,2
25,0,2,2,3,2,4,3,1,2,2096,0,18,3,0,2,3,2,2,2,2,1
32,0,2,1,3,2,3,4,2,4,6209,0,15,3,2,10,4,4,10,7,0,8
45,0,3,2,3,2,2,3,5,2,18061,0,22,4,0,22,4,3,0,0,0,0
39,0,2,2,4,2,3,2,4,2,17123,1,13,3,2,21,4,3,19,9,15,2
58,0,2,2,4,1,1,3,1,3,2372,0,12,3,2,2,3,3,2,2,2,2
32,1,2,2,2,1,4,3,2,3,4883,0,18,3,1,10,3,3,10,4,1,1
39,1,2,2,3,2,3,3,1,1,3904,0,13,3,0,6,2,3,5,2,0,3
30,0,2,2,3,4,1,2,2,4,4627,0,12,3,1,10,6,3,9,2,6,7
36,0,2,2,4,4,4,3,3,3,7094,0,12,3,0,10,0,3,7,7,1,7
46,0,2,3,2,1,4,3,1,1,3423,0,12,3,0,10,3,4,7,6,5,7
28,0,1,2,3,1,3,1,2,4,6674,0,11,3,3,10,6,3,9,8,7,5
50,0,2,2,3,1,4,3,4,1,16880,1,11,3,0,25,2,3,3,2,1,2
40,1,2,1,4,3,4,2,3,2,9094,1,12,3,0,9,2,3,5,4,1,0
52,1,2,1,3,1,2,3,3,2,8446,1,19,3,0,10,2,2,8,7,7,7
30,0,2,2,4,2,2,3,3,1,11916,1,23,4,2,9,2,3,9,1,0,8
39,0,2,2,2,1,1,3,2,3,4534,0,11,3,0,9,6,3,8,7,1,7
31,0,1,1,4,1,4,3,3,3,9852,1,19,3,1,10,5,2,10,8,9,6
41,0,1,1,2,2,3,1,2,2,6151,0,13,3,0,19,4,3,19,2,11,9
31,1,3,1,3,1,4,3,1,2,2302,1,11,3,0,3,2,4,3,2,2,2
44,1,2,2,3,1,1,3,1,1,2362,0,12,3,0,10,4,4,3,2,1,2
42,0,1,2,1,1,3,3,4,3,17861,1,13,3,0,21,3,2,20,8,2,10
55,0,2,2,2,2,4,1,5,3,19187,0,14,3,1,23,5,3,19,9,9,11
56,0,2,3,4,1,4,3,5,2,19717,0,14,3,0,36,4,3,7,3,7,7
40,0,1,2,2,1,3,3,1,3,3544,0,16,3,1,6,0,3,4,2,0,0
34,0,2,2,3,1,4,3,3,4,8500,0,11,3,1,10,0,2,9,7,1,6
40,0,2,2,3,1,3,3,2,4,4661,0,13,3,0,9,4,3,9,8,8,8
41,0,3,1,3,3,3,3,2,1,4103,0,17,3,1,10,2,3,9,3,1,7
35,0,3,2,4,1,3,3,2,3,4249,1,11,3,0,9,3,3,9,6,1,1
51,0,2,3,3,1,3,3,4,2,14026,1,11,3,1,33,2,3,33,9,0,10
38,0,2,1,2,1,2,3,2,1,6893,0,15,3,1,11,3,3,7,7,1,7
34,0,2,1,2,2,3,3,2,1,6125,0,12,3,0,10,6,4,10,8,9,6
25,0,2,2,1,2,4,3,1,4,3669,0,11,3,3,7,6,2,3,2,1,2
58,1,2,2,4,2,3,2,3,1,10008,1,14,3,0,31,0,2,10,9,5,9
40,0,2,2,4,1,2,3,1,2,2387,0,22,4,1,7,3,3,4,2,0,3
36,0,3,1,3,3,1,4,2,1,4639,0,16,3,1,17,2,2,15,7,6,13
48,0,2,2,3,1,4,3,3,4,7898,0,11,3,0,11,2,3,10,9,0,8
27,0,2,1,3,2,3,4,1,4,2534,0,14,3,1,5,4,3,1,0,0,0
51,0,2,2,2,4,4,2,4,2,13142,0,16,3,0,29,1,2,5,2,0,3
18,0,1,2,3,1,4,3,1,4,1611,0,15,3,0,0,5,4,0,0,0,0
35,0,2,2,3,2,4,2,2,4,5363,0,12,3,1,10,0,3,9,7,0,0
27,0,3,1,1,1,4,1,2,4,5071,0,20,4,0,8,3,3,6,2,0,0
55,1,2,1,4,3,1,4,4,3,13695,1,17,3,0,24,2,2,19,7,3,8
56,0,2,2,3,1,4,3,4,2,13402,1,12,3,1,33,0,3,19,16,15,9
34,0,1,2,1,4,1,2,1,3,2029,0,20,4,3,5,2,3,5,4,0,0
40,0,2,2,1,2,2,4,2,3,6377,0,20,4,3,15,0,3,12,11,11,8
34,0,2,2,3,2,2,3,2,3,5429,0,13,3,2,10,1,3,8,7,7,7
31,1,3,1,3,1,3,2,1,4,2785,0,14,3,0,3,3,4,1,0,0,0
35,1,3,1,4,3,4,3,2,3,4614,1,18,3,1,5,0,2,4,2,3,2
38,0,3,2,3,1,4,4,1,3,2610,0,11,3,3,4,2,3,4,2,0,3
34,0,2,2,4,4,3,3,2,4,6687,0,11,3,0,14,2,4,14,11,4,11
28,0,2,1,3,1,3,2,2,1,4724,0,11,3,1,5,0,3,5,3,0,4
31,1,2,2,4,2,4,3,2,3,6179,1,15,3,2,10,3,2,10,2,6,7
39,0,2,1,4,1,1,2,2,4,6120,1,12,3,2,8,2,4,5,4,1,4
51,0,3,1,3,3,2,3,3,2,10596,0,11,3,0,14,5,3,4,2,3,2
41,0,3,2,3,1,4,3,2,4,5467,1,14,3,2,12,4,2,6,2,3,3
37,0,2,2,1,1,3,3,1,3,2996,1,15,3,0,8,2,3,6,4,1,3
33,0,3,1,1,1,2,3,2,4,9998,0,13,3,0,8,2,4,5,4,1,2
32,0,2,1,1,3,3,3,2,2,4078,1,13,3,3,4,3,2,3,2,1,2
39,0,1,2,2,1,3,3,3,3,10920,0,21,4,1,13,2,3,6,4,0,5
25,0,2,1,1,1,1,4,2,3,6232,0,11,3,0,6,3,2,3,2,1,2
52,0,3,2,2,2,4,4,4,3,13247,1,11,3,1,24,3,2,5,3,0,2
43,0,2,2,3,2,1,2,2,3,4081,1,14,3,0,20,3,1,20,7,1,8
27,0,2,1,3,3,4,2,2,4,5769,1,11,3,0,6,3,3,6,2,4,4
27,1,2,2,4,1,4,3,1,3,2394,1,13,3,0,8,2,3,8,2,7,7
26,0,2,2,1,2,1,2,1,4,3904,0,12,3,0,5,2,3,4,3,1,1
42,0,2,3,3,5,3,3,4,1,16799,0,14,3,1,21,5,3,20,7,0,9
52,0,2,2,4,6,3,3,1,1,2950,0,13,3,0,12,2,1,5,4,0,4
37,0,2,2,3,2,1,3,1,3,3629,0,18,3,0,8,6,3,3,2,0,2
35,0,3,2,2,1,3,3,3,4,9362,0,11,3,0,10,2,3,2,2,2,2
25,0,2,2,3,4,1,3,1,4,3229,0,11,3,1,7,2,2,3,2,0,2
26,0,2,2,3,6,3,4,1,1,3578,0,12,3,0,8,2,3,7,7,0,7
29,0,2,3,3,6,2,2,3,1,7988,0,13,3,0,10,3,2,10,9,0,9
49,1,3,2,2,1,1,2,2,1,4284,0,20,4,0,20,2,3,4,3,1,3
29,1,3,2,1,6,3,3,3,4,7553,1,12,3,0,9,1,3,8,7,7,7
54,0,2,2,3,2,4,3,4,4,17328,0,19,3,0,29,3,2,20,7,12,7
58,0,2,2,3,2,4,3,5,1,19701,1,21,4,1,32,3,3,9,8,1,5
55,0,2,2,4,2,2,4,4,4,14732,0,13,3,2,31,4,4,7,7,0,0
36,0,2,1,4,3,1,3,2,2,9278,1,16,3,0,15,3,3,5,4,0,1
31,1,3,1,4,1,2,1,1,3,1359,0,12,3,0,1,3,3,1,0,0,0
30,0,2,1,4,3,4,3,2,1,4779,0,14,3,2,8,3,3,3,2,0,2
31,0,2,2,5,1,1,3,4,2,16422,0,11,3,0,9,3,4,3,2,1,0
34,0,3,2,4,6,4,3,1,1,2996,0,14,3,2,10,2,3,4,3,1,3
31,1,2,2,3,1,1,2,1,2,1261,0,12,3,0,1,3,4,1,0,0,0
27,0,2,2,1,1,2,3,1,1,2099,0,14,3,0,6,3,4,5,0,1,4
36,0,2,2,4,1,1,2,2,4,5810,0,16,3,0,10,2,2,10,4,1,8
36,0,2,1,4,3,3,2,2,1,5647,0,13,3,2,11,3,2,3,2,0,2
47,0,2,2,3,4,1,3,1,4,3420,0,12,3,1,17,2,2,6,5,1,2
25,1,2,1,2,1,1,2,1,1,4400,0,12,3,0,6,2,3,3,2,2,2
37,0,1,2,2,4,3,4,1,3,3500,0,14,3,0,7,2,1,6,5,1,3
56,0,2,2,2,1,1,3,1,1,2066,0,22,4,1,5,3,4,3,2,1,0
47,0,2,2,4,2,1,3,4,3,17169,0,19,3,2,26,2,4,20,17,5,6
24,0,2,1,1,2,4,3,2,3,4162,1,12,3,2,5,3,3,5,4,0,3
32,0,2,1,5,3,4,3,2,4,9204,0,12,3,1,7,3,2,4,3,0,3
34,0,2,2,3,1,4,2,1,2,3294,0,17,3,1,7,2,2,5,4,0,2
41,0,2,2,5,2,2,4,1,3,2127,1,12,3,0,7,5,2,4,2,0,3
40,0,1,2,4,6,3,3,2,3,3975,0,11,3,2,11,2,4,8,7,0,7
31,0,2,1,2,1,1,3,3,4,10793,0,18,3,1,13,5,3,13,7,9,9
46,1,2,1,3,3,1,3,3,4,10096,0,11,3,1,28,1,4,7,7,4,3
39,1,1,2,3,1,1,2,1,1,3646,1,23,4,0,11,2,4,1,0,0,0
31,1,3,2,5,1,3,4,3,2,7446,0,11,3,0,10,2,3,10,8,4,7
45,0,2,2,3,2,2,1,3,1,10851,1,18,3,1,24,2,3,7,7,0,7
31,0,2,3,2,2,4,4,1,2,2109,0,18,3,0,8,3,3,3,2,0,2
31,1,3,2,3,1,2,3,1,4,3722,1,13,3,1,7,2,1,2,2,2,2
45,0,2,2,3,4,2,3,3,4,9380,1,18,3,2,10,4,4,3,1,1,2
48,0,2,1,3,3,3,3,2,1,5486,0,11,3,3,15,3,3,2,2,2,2
34,1,2,3,4,4,1,3,1,3,2742,0,15,3,0,2,0,3,2,2,2,2
40,0,1,2,1,2,4,2,3,2,13757,0,11,3,1,16,5,3,9,8,4,8
28,0,2,1,3,2,4,3,2,1,8463,0,18,3,0,6,4,3,5,4,1,3
44,0,1,2,3,1,3,2,1,3,3162,0,14,3,0,7,5,3,5,2,0,3
53,0,2,2,3,2,4,4,4,2,16598,0,12,3,0,35,2,2,9,8,8,8
49,0,2,2,4,4,1,3,2,3,6651,0,14,3,1,20,0,2,3,2,1,2
40,0,2,2,3,2,3,3,1,3,2345,0,14,3,1,8,3,4,3,1,1,2
44,0,2,2,3,1,4,3,1,2,3420,0,13,3,0,6,3,2,5,2,1,3
33,0,3,1,3,2,4,3,2,1,4373,0,14,3,2,5,2,3,4,3,0,3
34,0,2,1,3,6,4,1,2,1,4759,0,18,3,0,15,2,3,13,9,3,12
30,0,2,1,1,1,4,3,2,3,5301,0,15,3,2,4,2,2,2,1,2,2
42,0,3,2,2,2,1,3,1,4,3673,0,13,3,0,12,3,3,12,9,5,8
44,0,3,1,5,3,1,3,2,3,4768,0,12,3,1,11,4,2,1,0,0,0
30,0,1,2,3,4,3,3,1,3,1274,0,13,3,2,1,2,2,1,0,0,0
57,0,2,2,2,1,2,4,2,3,4900,0,24,4,1,13,2,2,12,9,2,8
49,0,2,2,4,1,3,3,3,2,10466,0,14,3,2,29,3,3,8,7,0,7
34,0,3,2,3,2,2,3,4,1,17007,0,14,3,2,16,3,2,14,8,6,9
28,1,3,1,3,4,1,3,1,3,2909,0,15,3,1,5,3,4,3,2,1,2
29,1,3,1,3,4,1,3,2,2,5765,0,11,3,0,7,4,1,5,3,0,0
34,1,2,1,4,2,1,2,2,2,4599,1,23,4,0,16,2,4,15,9,10,10
35,0,2,1,1,1,4,3,1,3,2404,0,13,3,1,1,3,3,1,0,0,0
24,1,3,2,3,2,2,3,1,1,3172,1,11,3,0,4,2,2,0,0,0,0
24,0,1,1,2,1,4,3,1,2,2033,0,13,3,1,1,2,3,1,0,0,0
44,0,3,2,1,2,2,3,3,3,10209,1,18,3,0,16,2,2,2,2,2,2
29,0,2,1,3,1,3,2,2,3,8620,0,14,3,2,10,3,3,10,7,0,4
30,0,2,3,3,1,3,3,1,3,2064,0,21,4,1,6,3,4,5,3,1,3
55,0,2,2,4,1,4,3,2,3,4035,1,16,3,0,4,2,3,3,2,1,2
33,0,2,2,4,2,1,2,1,2,3838,0,11,3,0,8,5,3,5,4,0,2
47,0,2,1,3,2,3,3,2,3,4591,1,17,3,1,11,4,2,5,4,1,2
28,1,3,2,2,2,3,2,1,1,2561,0,11,3,0,8,2,2,0,0,0,0
28,0,2,2,3,1,1,2,1,3,1563,0,14,3,1,1,2,1,1,0,0,0
28,0,3,1,3,1,3,3,2,1,4898,0,14,3,0,5,5,3,4,2,1,3
49,0,2,2,2,2,3,2,2,1,4789,0,25,4,1,10,3,3,3,2,1,2
29,0,3,2,1,1,4,3,1,2,3180,0,13,3,3,4,3,3,3,2,0,2
28,0,2,2,1,1,3,1,2,2,6549,0,14,3,2,8,2,2,8,6,1,7
33,0,2,2,5,1,4,3,2,3,6388,1,17,3,0,14,6,3,0,0,0,0
32,0,2,2,3,2,3,3,3,4,11244,0,25,4,0,10,5,4,5,2,0,0
54,0,3,2,4,2,2,3,4,4,16032,0,20,4,1,26,2,3,14,9,1,12
29,1,2,2,4,4,1,2,1,1,2362,0,13,3,0,11,2,1,9,7,0,7
44,0,2,2,3,1,4,3,4,1,16328,0,13,3,1,24,1,4,20,6,14,17
39,0,2,2,3,1,2,3,3,2,8376,0,18,3,0,9,3,3,2,0,2,2
46,0,2,1,3,1,3,3,4,2,16606,0,12,3,1,23,2,4,13,12,5,1
35,0,2,2,3,1,4,2,3,2,8606,0,19,3,0,11,3,1,11,8,3,3
23,0,2,2,1,1,1,3,2,3,2272,0,14,3,0,5,2,3,4,3,1,2
40,1,2,2,4,1,4,3,1,1,2018,0,14,3,0,15,3,1,5,4,1,0
34,0,2,1,3,4,4,2,3,3,7083,1,14,3,0,10,3,3,10,9,8,6
31,1,3,2,3,1,4,3,1,3,4084,0,12,3,0,7,2,1,7,2,7,7
50,0,3,2,5,2,3,1,4,4,14411,1,13,3,0,32,2,3,32,6,13,9
34,0,2,1,2,4,2,3,1,3,2308,1,25,4,1,12,4,3,11,10,5,7
42,0,2,2,3,2,3,2,1,2,4841,0,14,3,1,4,3,3,1,0,0,0
37,0,2,2,3,2,1,3,2,4,4285,0,17,3,0,10,2,3,10,8,3,7
29,0,2,2,1,6,3,1,2,1,9715,0,13,3,1,9,3,3,7,7,0,7
33,0,2,2,3,1,4,2,2,2,4320,0,13,3,0,5,2,3,5,3,0,2
45,0,2,2,3,4,4,3,1,4,2132,0,20,4,1,8,3,3,5,4,0,3
42,0,3,2,3,1,4,3,3,4,10124,1,14,3,1,24,3,1,20,8,13,9
40,0,2,1,2,2,1,3,2,1,5473,0,12,3,0,9,5,4,8,4,7,1
33,0,2,2,4,1,2,3,2,3,5207,1,12,3,1,15,3,3,15,14,5,7
40,0,2,3,2,2,3,3,4,4,16437,1,21,4,0,21,2,3,21,7,7,7
24,0,2,2,2,4,3,2,1,1,2296,0,14,3,3,2,3,3,1,1,0,0
40,0,1,2,2,1,4,3,2,4,4069,1,18,3,0,8,2,3,2,2,2,2
45,0,2,2,4,4,1,3,3,2,7441,0,12,3,3,10,4,3,10,8,7,7
35,0,2,1,4,1,2,2,1,3,2430,0,23,4,2,6,5,3,5,3,4,2
32,0,2,2,2,1,4,2,2,2,5878,0,12,3,1,12,2,3,7,1,2,5
36,0,2,1,4,1,3,3,1,4,2644,1,21,4,0,7,3,2,3,2,1,2
48,0,2,1,4,1,3,3,2,3,6439,0,14,3,1,18,2,3,8,7,7,7
29,0,2,2,3,1,3,4,1,3,2451,0,18,3,2,5,2,2,1,0,0,0
33,0,2,1,4,1,1,3,2,1,6392,0,13,3,1,8,6,1,2,2,2,2
30,1,2,1,3,1,2,2,2,1,9714,0,11,3,1,10,4,3,10,8,6,7
38,0,3,3,4,5,3,3,2,3,6077,0,11,3,0,10,2,3,6,3,1,2
35,0,2,2,3,2,4,2,1,1,2450,0,19,3,0,3,3,3,3,0,1,2
30,0,2,1,4,4,3,3,3,2,9250,0,12,3,1,9,3,3,4,2,1,3
35,1,2,2,3,1,1,3,1,1,2074,1,12,3,1,1,2,3,1,0,0,0
53,1,2,2,5,4,3,2,3,4,10169,0,16,3,1,34,4,3,33,7,1,9
38,1,2,2,3,2,3,3,2,2,4855,0,11,3,2,7,2,3,5,2,1,4
32,0,1,2,4,4,4,3,2,1,4087,0,14,3,1,9,3,2,6,5,1,2
48,0,2,2,4,6,3,3,1,1,2367,0,12,3,1,10,3,2,8,2,7,6
34,0,2,2,4,2,1,3,1,4,2972,0,13,3,0,1,4,1,1,0,0,0
55,0,2,1,5,3,3,2,5,4,19586,0,21,4,1,36,3,3,36,6,2,13
34,0,2,2,4,1,2,3,2,4,5484,0,17,3,1,9,3,2,2,2,2,1
26,0,2,2,3,1,1,3,1,4,2061,0,21,4,0,1,5,3,1,0,0,0
38,0,2,1,3,1,3,3,2,2,9924,0,11,3,1,10,3,3,9,8,7,7
38,0,2,1,3,1,2,3,2,2,4198,0,12,3,0,8,5,4,3,2,1,2
36,0,2,1,4,1,2,3,2,3,6815,0,13,3,0,15,5,3,1,0,0,0
29,0,2,2,1,2,2,3,1,1,4723,1,18,3,0,10,3,3,10,9,1,5
35,0,2,2,4,2,1,3,2,3,6142,1,16,3,0,10,4,3,5,2,0,4
39,0,2,1,3,2,4,4,3,3,8237,0,11,3,1,11,3,3,7,6,7,6
29,0,3,2,1,1,1,3,2,4,8853,0,19,3,1,6,0,4,6,4,1,3
50,0,2,1,3,3,3,3,5,3,19331,1,16,3,1,27,2,3,1,0,0,0
23,0,2,2,3,4,4,4,1,3,2073,0,16,3,1,4,2,3,2,2,2,2
36,0,3,2,4,1,1,4,2,1,5562,1,13,3,1,9,3,3,3,2,0,2
42,0,2,2,2,6,4,2,5,4,19613,0,22,4,0,24,2,3,1,0,0,1
35,0,2,2,3,1,2,4,2,3,3407,0,17,3,2,10,3,2,10,9,6,8
34,0,3,2,4,4,4,2,2,3,5063,0,14,3,1,8,3,2,8,2,7,7
40,0,2,1,2,1,4,3,2,1,4639,0,15,3,1,5,2,3,5,4,1,2
43,0,2,2,3,4,4,4,1,2,4876,0,12,3,1,8,0,3,6,4,0,2
35,0,2,2,2,1,3,2,1,4,2690,0,18,3,1,1,5,2,1,0,0,1
46,0,2,1,4,1,4,4,4,1,17567,0,15,3,0,27,5,1,26,0,0,12
28,1,2,2,3,2,3,3,1,2,2408,1,17,3,3,1,3,3,1,1,0,0
22,0,1,2,2,6,2,2,1,3,2814,1,14,3,0,4,2,2,4,2,1,3
50,0,3,2,5,2,2,3,4,3,11245,1,15,3,1,32,3,3,30,8,12,13
32,0,2,2,4,6,2,4,1,4,3312,0,17,3,2,6,3,3,3,2,0,2
44,0,2,2,3,2,2,3,5,4,19049,1,14,3,1,23,4,2,22,7,1,10
30,0,2,2,3,2,2,2,1,2,2141,0,12,3,1,6,3,2,6,4,1,1
45,0,2,2,5,2,3,1,2,1,5769,1,14,3,0,10,3,3,10,7,1,4
45,0,1,1,3,3,1,2,2,1,4385,0,15,3,1,10,2,3,10,7,4,5
31,0,3,1,4,6,4,3,2,1,5332,0,13,3,0,10,3,3,5,2,0,3
36,0,2,2,4,1,3,3,2,3,4663,1,12,3,2,7,2,3,3,2,1,1
34,0,3,2,4,1,3,4,2,4,4724,0,13,3,1,9,3,3,9,7,7,2
49,0,2,2,4,1,3,3,1,1,3211,0,14,3,1,10,3,2,9,6,1,4
39,0,2,2,5,2,2,3,2,1,5377,0,13,3,3,10,3,3,7,7,7,7
27,0,2,2,3,6,4,2,1,1,4066,0,11,3,2,7,3,3,7,7,0,7
35,0,2,2,5,1,2,4,2,1,5208,0,11,3,0,16,2,3,16,15,1,10
28,0,2,2,3,2,2,1,2,1,4877,0,21,4,1,6,5,2,5,3,0,0
21,0,2,2,1,2,3,3,1,4,3117,0,18,3,0,3,2,3,2,2,2,2
18,1,3,1,2,2,2,3,1,4,1569,1,12,3,0,0,2,4,0,0,0,0
47,0,2,3,4,1,4,3,5,3,19658,0,11,3,1,27,2,3,5,2,1,0
39,0,2,2,2,2,3,2,2,3,3069,0,15,3,1,11,3,3,10,8,0,7
40,0,2,2,3,1,1,2,3,3,10435,0,13,3,2,18,2,3,18,15,14,12
35,0,1,2,4,1,3,3,2,3,4148,0,12,3,1,15,5,3,14,11,2,9
37,0,2,2,3,1,3,3,2,3,5768,0,17,3,3,9,2,2,4,3,0,2
39,0,3,2,3,2,1,3,2,3,5042,0,13,3,0,10,2,1,9,2,3,8
45,0,2,2,2,6,4,2,2,4,5770,0,19,3,2,10,3,3,10,7,3,9
38,0,2,2,2,2,4,2,3,3,7756,1,19,3,1,10,6,4,5,4,0,2
35,1,2,1,3,2,4,2,3,1,10306,0,17,3,0,15,3,3,13,12,6,0
37,0,2,2,3,2,2,3,1,2,3936,0,11,3,1,8,2,1,8,4,7,7
40,0,2,2,3,1,3,3,3,4,7945,1,15,3,0,18,2,2,4,2,3,3
44,0,3,3,5,5,1,3,2,4,5743,1,11,3,0,14,3,3,10,7,0,2
48,0,3,2,5,2,3,2,4,4,15202,0,25,4,1,23,3,3,2,2,2,2
35,1,2,1,2,2,1,1,2,4,5440,1,14,3,2,7,2,2,2,2,2,2
24,0,3,2,1,4,1,3,1,4,3760,1,13,3,0,6,2,3,6,3,1,3
27,0,2,2,3,2,2,4,1,3,3517,0,17,3,0,5,0,3,3,2,0,2
27,0,3,2,3,2,4,3,1,4,2580,0,13,3,0,6,0,2,4,2,1,2
40,1,2,2,3,1,1,3,1,1,2166,1,14,3,0,10,3,1,4,2,0,3
29,0,2,1,3,2,3,2,2,3,5869,0,11,3,0,8,2,3,5,2,1,4
36,0,2,2,4,1,2,3,3,1,8008,0,12,3,2,9,6,3,3,2,0,2
25,0,3,2,1,1,4,4,2,3,5206,0,17,3,2,7,6,3,7,7,0,7
39,0,2,2,3,2,4,3,2,2,5295,0,21,4,0,7,3,3,5,4,1,0
49,0,2,2,4,6,1,3,4,2,16413,0,16,3,2,27,2,3,4,2,1,2
50,0,2,2,5,1,4,2,3,1,13269,0,15,3,3,19,3,3,14,11,1,11
20,0,2,1,3,2,3,3,1,3,2783,0,19,3,0,2,3,3,2,2,2,2
34,0,2,2,3,1,4,3,2,2,5433,0,12,3,1,11,2,3,11,8,7,9
36,0,2,2,3,1,1,3,1,2,2013,0,11,3,0,15,4,3,4,3,1,3
49,0,2,2,1,1,3,2,4,3,13966,1,19,3,1,30,3,3,15,11,2,12
36,0,1,2,4,2,4,2,2,3,4374,0,15,3,0,4,6,3,3,2,1,2
36,0,2,2,2,1,4,4,2,1,6842,0,20,4,1,13,3,3,5,4,0,4
54,0,2,2,5,2,2,3,4,3,17426,0,25,4,1,36,6,3,10,8,4,7
43,0,2,2,2,1,3,2,4,3,17603,0,24,4,1,14,3,3,14,10,6,11
35,1,3,1,4,6,4,3,2,4,4581,1,24,4,0,13,2,4,11,9,6,7
38,0,3,2,3,1,4,3,2,4,4735,0,15,3,2,19,4,4,13,11,2,9
29,0,2,1,3,2,1,2,2,2,4187,1,13,3,1,10,3,2,10,0,0,9
33,0,2,1,4,2,4,3,2,4,5505,0,14,3,2,6,5,3,6,2,0,4
32,0,2,2,3,2,4,3,2,2,5470,0,13,3,2,10,4,2,9,5,1,6
31,0,2,1,4,1,1,3,2,4,5476,0,11,3,2,10,2,3,10,0,0,2
49,0,2,2,3,2,4,3,1,1,2587,1,16,3,1,17,2,2,2,2,2,2
38,0,3,2,3,2,4,2,1,2,2440,0,22,4,0,4,3,3,4,3,3,3
47,0,2,1,4,1,2,4,4,2,15972,0,14,3,3,29,2,3,3,2,1,2
49,0,2,2,3,1,3,3,4,3,15379,0,14,3,0,23,2,3,8,7,0,0
41,0,2,1,2,1,4,3,3,3,7082,1,16,3,0,21,2,3,2,0,0,2
20,0,2,1,1,1,4,3,1,1,2728,0,11,3,0,2,3,3,2,2,0,2
33,0,1,1,3,1,3,3,2,4,5368,1,25,4,1,7,2,3,6,5,1,2
36,0,2,2,4,1,1,3,2,3,5347,0,14,3,2,10,2,2,3,2,0,2
44,0,2,3,3,1,3,3,1,4,3195,1,18,3,3,8,2,3,2,2,2,2
23,1,2,2,1,2,4,2,1,3,3989,1,11,3,0,5,2,3,5,4,1,2
38,0,2,2,2,2,4,3,1,3,3306,0,19,3,1,7,5,2,0,0,0,0
53,0,2,2,4,2,2,4,3,4,7005,0,15,3,0,11,2,3,4,3,1,2
48,1,3,1,2,2,4,3,1,3,2655,1,11,3,2,19,3,3,9,7,7,7
32,1,2,2,4,1,4,3,1,2,1393,0,12,3,0,1,2,3,1,0,0,0
26,0,1,2,3,2,4,3,1,4,2570,0,20,4,0,7,5,3,7,7,5,7
55,0,2,2,3,4,1,2,1,2,3537,0,12,3,1,8,1,3,4,2,1,2
34,0,2,2,2,2,2,2,2,4,3986,0,14,3,1,15,3,4,15,10,4,13
60,0,2,2,4,2,3,1,3,4,10883,0,20,4,1,19,2,4,1,0,0,0
33,0,2,2,3,2,2,4,1,2,2028,0,18,3,3,14,6,3,14,11,2,13
37,0,3,1,4,2,3,1,2,4,9525,0,14,3,2,6,2,2,6,3,1,3
34,0,2,2,3,1,2,2,1,4,2929,0,12,3,0,10,3,3,10,9,8,7
23,1,2,1,3,1,3,3,1,4,2275,1,21,4,1,3,2,3,3,2,0,2
44,0,2,2,3,1,3,4,3,4,7879,1,19,3,1,9,2,3,8,7,6,7
35,0,3,2,4,2,1,2,1,4,4930,1,14,3,0,6,2,4,5,4,1,4
43,0,2,1,3,2,4,3,2,4,7847,1,17,3,1,10,3,3,10,9,8,8
24,0,2,2,3,2,3,4,1,3,4401,0,16,3,1,5,1,3,5,3,0,4
41,0,2,1,3,3,4,3,3,3,9241,0,12,3,0,10,3,3,10,8,8,7
29,0,2,2,4,2,4,3,1,3,2974,0,17,3,1,9,2,3,5,3,1,2
36,0,2,1,4,1,3,3,2,4,4502,0,15,3,0,17,2,2,13,7,6,7
45,0,1,2,1,1,3,2,3,3,10748,0,23,4,1,25,3,2,23,15,14,4
24,1,2,3,1,5,4,1,1,3,1555,0,11,3,1,1,2,3,1,0,0,0
47,1,3,1,3,1,3,1,4,3,12936,0,11,3,0,25,3,1,23,5,14,10
